Number,Created,Resolved,Priority,Incident State,Reassignment count,Assignment group,Short description,Category,Subcategory,Country
INC7432139,2025-03-24 04:51:11,2025-03-26 10:43:49,2 - High,Autoclosed,3,Global Network Services,P2-INC7432139-EMEA-Fuel Injection Systems-Network slowness issue at 00202 - Blois - France on 24th Mar'25,Error Message,Insufficient Resources,France
INC7432138,2025-03-24 04:49:28,2025-03-26 10:43:54,4 - Low,Autoclosed,5,Global Network Services,IN: RK: PH: Clearcase: Clearcase is very slow due to network issue.,Error Message,Error Message,France
INC7432137,2025-03-24 04:46:13,2025-03-24 08:32:25,4 - Low,Autoclosed,1,EUS_RO_10304,IN: MKR: PH: TPM - Issue with TPM not detected on boot,Functionality Error,Data Incorrect/Missing/Other,Romania
INC7432135,2025-03-24 04:42:55,2025-03-24 04:51:38,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:PAK:PH: AD account locked - Successful,Access/Lockout,Locked Account,France
INC7432128,2025-03-24 04:35:35,2025-03-24 06:12:28,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PAK:PH: Network Services - User is facing issue with the network,Functionality Error,Feature/Functionality,France
INC7432108,2025-03-24 04:24:59,2025-03-24 08:44:13,4 - Low,Autoclosed,1,EUS_SCCM,IN : RR : PH : Switch - Need to find connected devices to switch ports,Error Message,Error Message,Turkey
INC7432049,2025-03-24 04:02:41,2025-03-25 10:22:26,4 - Low,Autoclosed,1,SAP_PURCHASE_TO_PAY,IN:HMV:PH: SAP - PN1  problem about a Purchase Order,Error Message,Error Message,Turkey
INC7432036,2025-03-24 03:56:01,2025-03-24 11:15:41,4 - Low,Autoclosed,3,EUS_GB_00274,IN:HP:PH Shared drive : Drive not working,Error Message,Insufficient Resources,United Kingdom
INC7432018,2025-03-24 03:48:54,2025-03-24 04:36:04,4 - Low,Autoclosed,1,Security_UAA,IN:HMV: BW: ShareDrive - Shared network unresponsive,Error Message,Insufficient Resources,United Kingdom
INC7432017,2025-03-24 03:45:03,2025-03-25 05:20:28,4 - Low,Closed,1,Security_UAA,IN : AK : PH- Share drive - Unable to access to directories of Blois U main directory like before,Error Message,Error Message,France
INC7431862,2025-03-24 02:14:48,2025-03-24 02:42:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:Zscaler Remote Connection problem,Coaching,Configuration,Turkey
INC7431507,2025-03-23 18:32:55,2025-03-24 02:30:11,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7430158,2025-03-22 18:34:18,2025-03-24 02:28:53,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7428963,2025-03-21 18:32:07,2025-03-24 02:26:02,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7428618,2025-03-21 12:29:00,2025-03-25 06:11:30,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- AS400- AS400 / Service Technical access,Coaching,Configuration,France
INC7428327,2025-03-21 09:22:41,2025-03-24 10:07:56,4 - Low,Autoclosed,1,SAP_SECURITY,IN: VB: PH: SAP - Need to deactivate user- PJULIUS in PS2.,Error Message,Error Message,Romania
INC7428311,2025-03-21 09:21:54,2025-03-21 11:21:26,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PAK:PH: Desktop Services - Data folder (stored locally) missing from the PC (ID:M22300723),Coaching,Technical Question,United Kingdom
INC7428276,2025-03-21 09:12:26,2025-03-21 09:51:13,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,202-FR-SWA078-T06-L2.phinia.local This Device is down,Functionality Error,Slow/No Response,France
INC7428204,2025-03-21 08:37:01,2025-03-21 12:12:39,4 - Low,Closed,1,Security_UAA,IN:HP:PH Shared drive : RITM for folder access are not functional,Error Message,Insufficient Resources,France
INC7428164,2025-03-21 08:09:41,2025-03-21 08:14:07,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7428149,2025-03-21 07:57:21,2025-03-21 08:10:07,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:PAK:PH: Power Automate - User needs Power Automate Premium licence,Error Message,Error Message,United Kingdom
INC7428129,2025-03-21 07:36:05,2025-03-21 08:02:56,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:PAK:PH: OneDrive - User needs to transfer files in hard drive from Old Laptop to New Laptop,MS OneDrive synchronization,Coaching,Spain
INC7428079,2025-03-21 06:56:24,2025-03-26 07:35:17,4 - Low,Autoclosed,3,EUS_Global_Remote_Support,IN: AL: PH - AD: AD account locked,Access/Lockout,Password Reset Failure,France
INC7428078,2025-03-21 06:53:00,2025-03-24 06:07:39,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,IN: MKR: PH: SAP - Issue with SDPACK and goods does not arrive in SAP PN1 TR52 plant from 3PL - TUR3PL,Error Message,Error Message,Turkey
INC7428045,2025-03-21 06:25:35,2025-03-25 06:40:42,4 - Low,Autoclosed,1,NETWORK_LAN_LEVEL2,IN : RR : PH : LAN - WiFi network issues,Error Message,Error Message,United Kingdom
INC7427973,2025-03-21 06:05:50,2025-03-28 09:33:41,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:HP:PH Teams : Teams shuts down randomly whilst on VPN.,Coaching,Technical Question,United Kingdom
INC7427936,2025-03-21 05:45:23,2025-03-24 06:21:36,4 - Low,Autoclosed,1,EUS_FR_00202,IN: AL: PH - PC: slow pc,Service Catalog,Quick fixes,France
INC7427918,2025-03-21 05:41:15,2025-03-24 06:22:36,4 - Low,Autoclosed,1,EUS_FR_00202,IN: MKR: PH: Laptop - Issue with slow PC.,Functionality Error,Data Incorrect/Missing/Other,France
INC7427811,2025-03-21 04:49:56,2025-03-21 12:10:14,4 - Low,Closed,1,Security_UAA,IN:PAK:PH: Acive Directory - AD Password Reset for Delphi account,Access/Lockout,Password Reset Failure,Romania
INC7427787,2025-03-21 04:17:33,2025-03-27 06:23:59,4 - Low,Closed,1,EUS_FR_00202,IN: VB: PH: Network- Unable to connect phinia network.,Error Message,Error Message,France
INC7427786,2025-03-21 04:14:10,2025-03-21 04:52:20,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH - TecCom: TecCom not working,Error Message,Error Message,United Kingdom
INC7427759,2025-03-21 03:58:12,2025-03-26 07:49:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH - Zscaler : TCe not conecting post Zscaler rollout,Coaching,Configuration,United Kingdom
INC7427726,2025-03-21 03:41:55,2025-03-21 08:26:41,3 - Moderate,Closed,0,SAP_Basis Level 3,P2-INC7427726-EMEA-Aftermarket-SAP PH1 Teccom RFC Connection are down at 10610 - Warwick - United Kingdom on 21st Mar'25.,Error Message,Error Message,United Kingdom
INC7427703,2025-03-21 03:03:42,2025-03-21 08:24:12,4 - Low,Autoclosed,1,SAP_LABEL_PRINTING,"IN : AK : PH- SAP : SAP PN1 , PL55 , all SAP printer is not working",Error Message,Error Message,Poland
INC7427702,2025-03-21 03:03:34,2025-03-24 08:57:20,4 - Low,Autoclosed,1,EUS_TR_00269,IN:HMV: PH: Whatsapp - Desktop Whatsapp does not work from yesterday,Coaching,Configuration,Turkey
INC7427681,2025-03-21 02:43:32,2025-03-21 04:21:15,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH- Zscaler: Problem whit connection to global protect,Coaching,Technical Question,Romania
INC7427650,2025-03-21 02:24:19,2025-03-24 10:04:55,4 - Low,Autoclosed,1,SAP_SECURITY,IN:HMV: PH: SAP - Create user in PR1 system,Error Message,Error Message,Romania
INC7427649,2025-03-21 02:21:20,2025-03-21 03:49:12,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: VPN problem (Duplicat INC7427689),Functionality Error,Connectivity,Turkey
INC7427583,2025-03-21 01:27:59,2025-03-21 08:24:21,4 - Low,Autoclosed,1,SAP_LABEL_PRINTING,IN: AL: PH - SAP: Can't print from SAP,Error Message,Error Message,Turkey
INC7427569,2025-03-21 01:05:25,2025-03-21 08:24:23,4 - Low,Autoclosed,1,SAP_LABEL_PRINTING,IN: AL: PH - SAP: All SAP ZEBRA printers from site are not working,Error Message,Error Message,Romania
INC7427548,2025-03-21 00:36:26,2025-03-21 02:59:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- Zscaler : Need to install Zscaler for VPN rollout,Coaching,Configuration,United Arab Emirates
INC7426810,2025-03-20 12:16:40,2025-03-24 04:31:20,4 - Low,Closed,1,Security_UAA,IN:BS:PH- AD - reset windows password ,Access/Lockout,Insufficient Access,Romania
INC7426797,2025-03-20 11:53:21,2025-03-28 07:43:01,4 - Low,Autoclosed,1,EUS_GB_00274,IN : ND : PH : Teams- Laptop not identifying a microphone on system and MS Teams,Functionality Error,Not Performing As Expected,United Kingdom
INC7426764,2025-03-20 11:17:58,2025-03-24 09:22:34,4 - Low,Autoclosed,1,EUS_GB_00274,IN: MKR: PH: Laptop - Issue with Laptop connecting to WIFI ,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7426750,2025-03-20 11:11:29,2025-03-24 09:14:22,4 - Low,Autoclosed,1,SAP_SECURITY,IN : ND :PH : SAP - Inactivate SAP Users,Error Message,Error Message,Romania
INC7426722,2025-03-20 11:04:30,2025-03-24 22:32:47,4 - Low,Autoclosed,1,Security_UAA,IN:PAK:PH: Shared Drive - Drives no longer mapped,Error Message,Failure/Down,United Kingdom
INC7426610,2025-03-20 09:56:42,2025-03-25 05:39:00,4 - Low,Closed,1,APP_COMSUP_eCatalog,IN : RR : PH : eCatalog - Issue with access to eCatalog,Functionality Error,Feature/Functionality,Romania
INC7426574,2025-03-20 09:33:51,2025-03-20 10:09:39,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : AD - Account Lock Issue,Access/Lockout,Locked Account,United Kingdom
INC7426493,2025-03-20 08:45:35,2025-03-20 11:01:35,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Outlook - Education does not appear in the Percipio system.,Coaching,Configuration,Turkey
INC7426414,2025-03-20 08:04:09,2025-03-20 08:12:06,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PAK:PH: Zscaler - Zscaler Rollout issue (user needs to install Zscaler),Coaching,Technical Question,United Kingdom
INC7426408,2025-03-20 07:59:34,2025-03-21 07:48:21,4 - Low,Autoclosed,1,EUS_GB_00274,IN : ND : PH : Onsite - Login problem in Raman PC,Error Message,Error Message,United Kingdom
INC7426407,2025-03-20 07:59:31,2025-03-20 08:19:52,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Zscalar - User trying to connect to the global protect.,Coaching,Configuration,United Kingdom
INC7426393,2025-03-20 07:45:00,2025-03-20 08:00:27,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: Status Check on Incident INC7425911,Coaching,Technical Question,Turkey
INC7426392,2025-03-20 07:44:37,2025-03-20 10:11:31,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:PAK:PH: Concur - Change approval manager in Concur,Access/Lockout,Password Reset,Romania
INC7426391,2025-03-20 07:40:33,2025-03-20 09:19:33,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: SAP PN1 - Need to  Create new storage type 001 & 002 for existing Warehouse IZ4 on TR41 plant,No Action Required,No Action Required,France
INC7426306,2025-03-20 06:40:27,2025-03-20 10:27:28,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: OneDrive - Cannot sync a team site to  PC.,Error Message,Error Message,United Kingdom
INC7426282,2025-03-20 06:27:01,2025-03-20 06:50:19,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: AD - account locked.,Access/Lockout,Locked Account,United Kingdom
INC7426260,2025-03-20 06:05:40,2025-03-20 06:51:24,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - AD account locked,Access/Lockout,Locked Account,France
INC7426248,2025-03-20 05:58:47,2025-03-20 06:32:14,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH - VPN: Issue Logging on to VPN,Coaching,Technical Question,United Kingdom
INC7426203,2025-03-20 05:17:20,2025-03-21 03:45:32,4 - Low,Autoclosed,1,APP_ENG_GES_FULL,IN: MKR: PH: GES  - Issue with Supporting document error in GES,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7426202,2025-03-20 05:15:14,2025-03-20 06:15:10,4 - Low,Closed,1,EUS_GB_00274,IN : RR : PH : System - Display not working,Error Message,Error Message,United Kingdom
INC7426201,2025-03-20 05:14:53,2025-03-26 10:43:49,4 - Low,Autoclosed,1,Global Network Services,IN: RK: PH: Zscaler:Network perfrormance incredibly slow and affecting productivity since Zscaler rollout,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7426170,2025-03-20 04:49:33,2025-03-24 10:20:27,4 - Low,Autoclosed,1,EUS_GB_00274,IN: VB: PH: PC test - Access issue.,Functionality Error,Connectivity,United Kingdom
INC7426158,2025-03-20 04:54:23,2025-03-20 05:11:13,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,Poland
INC7426157,2025-03-20 04:43:39,2025-03-20 05:26:44,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: AL: PH - Zscaler: Zscaler Rollout Isuue.,Coaching,Configuration,Turkey
INC7426147,2025-03-20 04:36:16,2025-03-20 05:09:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: Zscaler Rollout - Issue with ZSCALER causing pc to run very slow,Coaching,Configuration,United Kingdom
INC7426141,2025-03-20 04:29:35,2025-03-25 08:13:26,4 - Low,Autoclosed,2,EUS_Intune,IN : RR : PH : Zscaler Rollout - Zscaler download failed,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7426140,2025-03-20 04:29:10,2025-03-20 05:34:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,"IN: RK: PH: Zscaler: After Zscaler rollout, lost access to shared drive.",Coaching,Technical Question,France
INC7426104,2025-03-20 04:21:34,2025-03-25 05:19:39,4 - Low,Autoclosed,4,SERVICEDESK_INDIA,IN:HMV: PH:AD - Delphi Password reset ,Access/Lockout,Password Reset Failure,United Kingdom
INC7426092,2025-03-20 04:13:47,2025-03-21 04:57:33,4 - Low,Autoclosed,2,EUS_SCCM,IN: AL: PH - SolidWorks: Unable to download software Solidworks 2011 from the Software Center,Error Message,Error Message,France
INC7426032,2025-03-20 03:38:28,2025-03-20 03:43:35,4 - Low,Autoclosed,0,EDI_GXS_Customer,Mercedes SA demands - OVAI Settings,Error Message,Error Message,Poland
INC7426031,2025-03-20 03:34:32,2025-03-20 05:37:36,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,"IN: VB: PH: SAP - No record exists in T661W for vendor 15487440B , plant 571 , unloading point 568A",Error Message,Error Message,Poland
INC7425997,2025-03-20 03:48:30,2025-03-20 08:41:42,4 - Low,Autoclosed,2,NETWORK_LAN_LEVEL2,IN:HMV: PH: SAP - Unable to Open SAP PN1 ,Error Message,Error Message,United Kingdom
INC7425970,2025-03-20 03:15:12,2025-03-24 09:54:14,4 - Low,Autoclosed,1,EUS_FR_00202,IN: AL: PH - Printer: Can no longer print,Error Message,Insufficient Resources,France
INC7425949,2025-03-20 03:03:39,2025-03-20 09:58:58,4 - Low,Autoclosed,2,EUS_Intune,IN:HMV:PH:  Zscaler  -   Zscaler installation  (Rollout),Error Message,Insufficient Resources,United Kingdom
INC7425912,2025-03-20 02:23:49,2025-03-20 02:34:40,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH - Network:  Unable to connect to Phinia Network.,Functionality Error,Feature/Functionality,Germany
INC7425911,2025-03-20 02:10:05,2025-03-20 08:01:33,4 - Low,Autoclosed,3,SERVICEDESK_INDIA,IN: AL: PH - SAP: SAP PN1 Installation issue.,Error Message,Error Message,Turkey
INC7425862,2025-03-20 01:19:13,2025-03-20 01:56:11,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: AL: PH - Zscaler: Zscaler prevent access to WhatsApp application,Coaching,Technical Question,France
INC7425619,2025-03-19 21:16:58,2025-03-28 06:39:54,4 - Low,Closed,1,EUS_GB_00282,IN : AK : PH- PC : C drive full,Error Message,Error Message,United Kingdom
INC7425012,2025-03-19 11:48:37,2025-03-20 07:00:11,4 - Low,Autoclosed,0,EDI_GXS_Customer,Missing Trading Partner Profile: S:157|R:15487440B|CR:15487440B568A4905 - Mercedes SA - PL55,Error Message,Error Message,Poland
INC7424971,2025-03-19 11:09:03,2025-03-26 10:43:59,3 - Moderate,Autoclosed,1,Global Network Services,P3: PH: Zscaler - DNS issues post Zscaler software rollout,Functionality Error,Connectivity,United Kingdom
INC7424964,2025-03-19 11:03:40,2025-03-21 10:33:08,4 - Low,Autoclosed,6,EUS_Intune,IN:HP:PH SAP : SAP App not connected anymore after today global update- It stopping me working ,Error Message,Error Message,United Kingdom
INC7424918,2025-03-19 10:45:07,2025-03-27 03:13:33,4 - Low,Autoclosed,1,EUS_FR_00202,IN: RK: PH: Wi-Fi: Can connect to PHINIA wirless SSID but not internet,Error Message,Error Message,France
INC7424836,2025-03-19 09:58:08,2025-03-20 06:22:08,4 - Low,Closed,1,EUS_GB_00282,IN:PAK:PH: SAP - User unable to get on to PN1 on SAP,Error Message,Error Message,United Kingdom
INC7424808,2025-03-19 09:44:19,2025-03-21 02:15:55,4 - Low,Autoclosed,1,SAP_SECURITY,IN:HP:PH SAP : Remove roles for old BW Users,Error Message,Error Message,Romania
INC7424806,2025-03-19 09:55:39,2025-03-20 08:37:22,4 - Low,Autoclosed,0,EDI_SEEBURGER_Customer,PH1 - 25 inbound messages from partner EVOBUS via T-Systems on decision error,Error Message,Error Message,Romania
INC7424789,2025-03-19 09:25:13,2025-03-24 04:47:38,4 - Low,Autoclosed,2,SERVICEDESK_INDIA,IN : RR : PH : AD - Delphi Mail Adress,Access/Lockout,Password Reset Failure,Turkey
INC7424783,2025-03-19 09:19:02,2025-03-20 07:01:13,4 - Low,Autoclosed,0,EDI_GXS_Customer,Arrival Date check,Error Message,Error Message,Turkey
INC7424772,2025-03-19 08:56:49,2025-03-25 06:59:36,4 - Low,Closed,3,EUS_GB_00274,IN: MKR: PH: GES - Unable to Upload Documents into GES Application,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7424771,2025-03-19 08:55:28,2025-03-20 04:11:48,4 - Low,Closed,0,SERVICEDESK_INDIA,"IN: VB: PH: Active directory - Account Phinia Gaillot, Olivier AD Locked, Please unlock this account urgently.",Access/Lockout,Locked Account,France
INC7424750,2025-03-19 08:22:07,2025-03-19 09:20:25,4 - Low,Closed,1,EUS_FR_00202,IN: MKR : PH: Laptop - Issue with usb port is not working.,Functionality Error,Data Incorrect/Missing/Other,France
INC7424708,2025-03-19 07:52:04,2025-03-20 04:12:18,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN: RK: PH: PC: Configuration for new PC,Error Message,Error Message,Turkey
INC7424707,2025-03-19 07:52:19,2025-03-19 09:11:20,4 - Low,Autoclosed,0,EDI_SEEBURGER_Customer,PH1 - 1 inbound message from partner Volvo/Mack on decision error,Error Message,Error Message,Romania
INC7424693,2025-03-19 07:38:47,2025-03-25 06:49:41,4 - Low,Closed,1,EUS_Global_Remote_Support,IN: MKR: PH: MS teams- Issue with MSTeams button missing on Outlook,Functionality Error,Data Incorrect/Missing/Other,Italy
INC7424692,2025-03-19 07:41:43,2025-03-19 07:42:26,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: Active Directory -  Account locked in AD,Access/Lockout,Locked Account,United Kingdom
INC7424677,2025-03-19 07:15:44,2025-03-24 03:26:00,4 - Low,Autoclosed,2,EUS_SCCM,IN : RR : PH : Solidworks - CAD Kisok not showing on Service Now ,Error Message,Error Message,United Kingdom
INC7424668,2025-03-19 07:01:08,2025-03-19 07:13:33,4 - Low,Closed,0,SERVICEDESK_INDIA,Require Admin rights on computer,,,United Kingdom
INC7424614,2025-03-19 06:42:48,2025-03-22 21:41:35,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,269-TR-SWA28-L2 is down,Functionality Error,Slow/No Response,Turkey
INC7424598,2025-03-19 06:26:23,2025-03-19 06:30:43,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Status Check- INC7424526,Coaching,Technical Question,United Kingdom
INC7424579,2025-03-19 06:02:01,2025-03-24 06:06:03,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,IN : RR : PH : SAP - Adding a text mention on the invoice,Error Message,Error Message,Romania
INC7424562,2025-03-19 05:42:17,2025-03-19 06:44:02,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: RK: PH: MFA: MFA reset for bbouazza@phinia.com,Access/Lockout,Password Reset,France
INC7424558,2025-03-19 05:40:23,2025-03-19 09:19:16,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Zscalar -  NI Diadem Licence no longer works requires new license.,Functionality Error,Connectivity,United Kingdom
INC7424547,2025-03-19 05:34:22,2025-03-19 06:37:07,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : Outlook - New outlook not accessible,Coaching,Configuration,United Kingdom
INC7424526,2025-03-19 05:20:01,2025-03-19 06:37:56,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : Zscaler Rollout - Global protect not working,Error Message,Error Message,United Kingdom
INC7424502,2025-03-19 05:03:45,2025-03-19 09:52:16,4 - Low,Autoclosed,1,Security_UAA,IN:HP:PH Network Folder : Unable to access network folder,Error Message,Insufficient Resources,France
INC7424500,2025-03-19 05:01:22,2025-03-19 09:41:39,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PAK:PH: Status Check on Incident INC7424547,Coaching,Technical Question,United Kingdom
