number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7434514,25/03/2025 05:46,IN: MKR: PH: Shared drive - Lost access to network drive \\UKGIL-FS01.phinia.local\User101$ ,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,25/03/2025 05:46,,4 - Low,Drive Mapping,25/03/2025 09:16,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,DL8MBVK13
INC7434427,25/03/2025 05:19,IN: VB: PH: Share drive - Not connecting to H:,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,25/03/2025 05:19,,4 - Low,Drive Mapping,25/03/2025 07:07,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Functionality Error,GILDTOFF0065
INC7434425,25/03/2025 05:15,IN:PAK:PH: Network Services - Network slowness from Blois DMZ,00202 - Blois - France,Global Network Services,3,25/03/2025 05:15,,4 - Low,LAN,26/03/2025 10:43,Workaround Provided – Unconfirmed,,,,Autoclosed,,FALSE,Web Request,,Error Message,FRBLOCTMEECU
INC7434424,25/03/2025 05:40,IN: MKR: PH: Global protect - Issue with connecting to Global protect vpn.,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,25/03/2025 05:15,,4 - Low,VPN,25/03/2025 05:43,Advice Given,,,,Autoclosed,,FALSE,Phone,,Coaching,STHLTOFF0115
INC7434400,25/03/2025 05:00,IN : RR : PH : OneDrive - Synchronisation issue with One Drive,10590 - Cergy - France,EUS_Global_Remote_Support,1,25/03/2025 05:00,,4 - Low,Laptop,25/03/2025 10:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,CERLTOFF0022
INC7434322,25/03/2025 04:49,10657-RO-SWC01-L3.phinia.local Not Responding,10657 - Bucharest - Romania,NETWORK_LAN_LEVEL2,0,25/03/2025 04:45,,4 - Low,Switch,25/03/2025 05:00,Health Check,,,,Autoclosed,,FALSE,Event,,Functionality Error,10657-RO-SWC01-L3
INC7434321,25/03/2025 04:45,IN:HP:PH Solidworks : Solidworks application cant open due to license error,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_ENG_LIC_MAN,2,25/03/2025 04:45,,4 - Low,Solid Works,26/03/2025 10:17,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,Solid Works
INC7434320,25/03/2025 04:43,Access in user group for SQ00 in PN1 for  GPOP and LNECHITA,10304 - Iasi - Romania,SAP_FI/CO,1,25/03/2025 04:43,,4 - Low,Finance & Controlling PN1,25/03/2025 05:22,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Finance & Controlling PN1
INC7434283,25/03/2025 04:26,IN:HP:PH Printer : Label Printing Issue,10304 - Iasi - Romania,EUS_RO_10304,1,25/03/2025 04:26,,4 - Low,Printer,25/03/2025 05:58,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,IASLTOFF0093
INC7434277,25/03/2025 04:26,Drive Mapping,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,25/03/2025 04:26,,4 - Low,,25/03/2025 04:28,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,,
INC7434234,25/03/2025 04:19,IN : RR : PH : WEB EDI - Supplier unable to log in,00282 - Stonehouse - United Kingdom,APP_COMSUP_SCM,1,25/03/2025 04:01,,4 - Low,WEB EDI,26/03/2025 03:42,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Error Message,WEB EDI
INC7434227,25/03/2025 03:58,IN:RS:PH:Zscaler-Zscaler client rollout issue,00282 - Stonehouse - United Kingdom,EUS_Intune,2,25/03/2025 03:58,,4 - Low,VPN,25/03/2025 09:32,Client Resolved,,,,Closed,,FALSE,Web Request,,Error Message,STHLTOFF0160
INC7434207,25/03/2025 03:45,IN: VB: PH: Share drive - User have lost permission to a drive.,00274 - Gillingham - United Kingdom,Security_UAA,2,25/03/2025 03:45,,4 - Low,Drive Mapping,26/03/2025 18:10,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,PHINfo,,Functionality Error,GILLTOFF00051
INC7434176,25/03/2025 03:28,I Can not save net work file - Server migration - i can open but not save files on \\UKGIL-FS01.phinia.local ,00274 - Gillingham - United Kingdom,Security_UAA,3,25/03/2025 03:28,,4 - Low,Drive Mapping,25/03/2025 21:55,Workaround Provided – Confirmed,,,Awaiting On-Site/Local Response,Closed,,FALSE,Web Request,,Error Message,GILLTOFF0228
INC7434157,25/03/2025 03:24,IN : AK: PH- Solidworks: Solidworks server issue,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_ENG_LIC_MAN,2,25/03/2025 03:24,,4 - Low,SolidWorks,27/03/2025 07:48,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Functionality Error,Solidworks AP
INC7434075,25/03/2025 02:34,IN: VB: PH: GES - Java Issue.,10304 - Iasi - Romania,EUS_RO_10304,1,25/03/2025 02:34,,4 - Low,Laptop,25/03/2025 03:04,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,DLFDRV3X2
INC7433520,24/03/2025 18:32,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,24/03/2025 18:32,,4 - Low,Production Planning PN1,25/03/2025 03:50,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7433341,24/03/2025 16:27,IN: SP: PH: Need administrator rights to install Download Notepad++ v8.7.5 ,00202 - Blois - France,EUS_FR_00202,1,24/03/2025 16:27,,4 - Low,Laptop,25/03/2025 05:16,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,PHINfo,,Error Message,BLSLTOFF00266
INC7433114,24/03/2025 13:56,10250-tr-swc00-l3.delphidrive.com Not Responding,10250 - Menderes - Turkey,NETWORK_LAN_LEVEL2,0,24/03/2025 13:54,,4 - Low,Switch,24/03/2025 21:13,Resolved - Permanent Fix,,,Awaiting On-Site/Local Response,Autoclosed,,FALSE,Event,,Functionality Error,10250-TR-SWC00-L3
INC7432934,24/03/2025 13:16,IN:PAK:PH: AD account locked - Successful,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/03/2025 11:37,,4 - Low,Active Directory,24/03/2025 13:17,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7432885,24/03/2025 11:16,ARG: WVS: PH: Rollout Zscaler - Installation Process ,00195 - Madrid - Spain,SERVICEDESK_ARGENTINA,0,24/03/2025 11:07,,4 - Low,VPN,24/03/2025 12:01,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Coaching,DL19F25M3
INC7432835,24/03/2025 10:22,Hand terminal doeos not connect wifi,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),SERVICEDESK_INDIA,0,24/03/2025 10:22,,4 - Low,,24/03/2025 10:23,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,,
INC7432735,24/03/2025 09:52,IN: RK: PH: PC: Laptop Battery Issue,10304 - Iasi - Romania,EUS_RO_10304,1,24/03/2025 09:52,,4 - Low,Laptop,24/03/2025 10:57,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF0109
INC7432645,24/03/2025 09:08,10250-tr-swc00-l3.delphidrive.com Not Responding,10250 - Menderes - Turkey,NETWORK_LAN_LEVEL2,0,24/03/2025 09:06,,4 - Low,Switch,24/03/2025 09:45,Health Check,,,,Autoclosed,,FALSE,Event,,Functionality Error,10250-TR-SWC00-L3
INC7432644,24/03/2025 09:05,"IN:HP:PH AD : Reset password Blondeau, Frederic",00202 - Blois - France,SERVICEDESK_INDIA,0,24/03/2025 09:05,,4 - Low,Active Directory,24/03/2025 10:47,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF0156
INC7432541,24/03/2025 08:04,IN:PAK: PH: Zscaler - User didn't receive 'Download Zscaler' notification,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_Intune,2,24/03/2025 08:04,,4 - Low,VPN,25/03/2025 08:11,Advice Given,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,DLF9Y2ZY2
INC7432540,24/03/2025 08:03,IN : ND : PH : SAP - SAP QE2 SM58 Errors,10610 - Warwick - United Kingdom,SAP_Basis Level 3,1,24/03/2025 08:03,,4 - Low,Basis PN1,24/03/2025 11:36,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Basis PN1
INC7432509,24/03/2025 07:54,IN: RK: PH: SAP: MRP creating incorrectly  5 pcs multiple times in frozen time period,20030 - Rzeszow - Poland,SAP_MANUFACTURING,2,24/03/2025 07:54,,4 - Low,SAP,27/03/2025 04:10,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,Production Planning PN1
INC7432508,24/03/2025 07:52,IN : RR : PH : eCatalog - Issue with access to eCatalog,10304 - Iasi - Romania,APP_COMSUP_eCatalog,1,24/03/2025 07:52,,4 - Low,eRequest,25/03/2025 05:38,Client Resolved,,,,Closed,,FALSE,Web Request,,Functionality Error,eCatalog - eRequest Master Data Maintenance
INC7432494,24/03/2025 07:49,IN:PAK:PH: Shared Drive - User can't access personal folder on ukgil-FS01,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/03/2025 07:49,,4 - Low,Drive Mapping,24/03/2025 13:05,Client Resolved,,,,Closed,,FALSE,Web Request,,Coaching,GILLTOFF00307
INC7432486,24/03/2025 07:41,IN: RK: PH: SolidWorks: lost SolidWorks access,00274 - Gillingham - United Kingdom,APP_ENG_CAD_PDM_PLM_POOL,1,24/03/2025 07:41,,4 - Low,Solid Works,24/03/2025 13:44,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,Solid Works
INC7432484,24/03/2025 07:38,IN:PAK:PH: SAP - MRP is creating firmed orders  by 5 pcs in frozen time zone,20030 - Rzeszow - Poland,SAP_MANUFACTURING,2,24/03/2025 07:38,,4 - Low,SAP,26/03/2025 10:29,Duplicate Incident,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Functionality Error,Production Planning PN1
INC7432417,24/03/2025 06:58,IN:PAK:PH: MFA - User needs to add Mobile Number for Authentication,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,24/03/2025 06:58,,4 - Low,Microsoft Outlook,28/03/2025 11:05,Three Strike Rule,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Error Message,IZMLTOFF0105
INC7432411,24/03/2025 06:55,IN: RK: PH: SolidWorks: Cannot open SolidWorks,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_ENG_LIC_MAN,2,24/03/2025 06:55,,4 - Low,SolidWorks,25/03/2025 08:57,Client Resolved,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,Solid Works
INC7432392,24/03/2025 06:49,IN : RR : PH : AD - Delphi mail password reset,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),Security_UAA,1,24/03/2025 06:49,,4 - Low,Active Directory,25/03/2025 13:25,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Access/Lockout,IZMLTOFF0009
INC7432378,24/03/2025 06:35,IN: RK: PH: Network: Network slowness,00202 - Blois - France,Global Network Services,4,24/03/2025 06:35,,4 - Low,LAN,26/03/2025 10:43,Workaround Provided – Unconfirmed,,,Awaiting Resolver Response,Closed,,FALSE,Web Request,,Error Message,BLSLTOFF0406
INC7432377,24/03/2025 06:36,"DT Media rotation for Week Ending 28-03-2025 - Device: ROIAS-AP04 IASI, Romania GSL 10304",10304 - Iasi - Romania,EUS_RO_10304,0,24/03/2025 06:33,,4 - Low,Server,24/03/2025 08:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Tape Swap,ROIAS-AP04
INC7432370,24/03/2025 06:31,IN:PAK:PH: Solidworks - Solidworks Server Error,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_ENG_LIC_MAN,2,24/03/2025 06:31,,4 - Low,Solid Works,25/03/2025 04:25,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Solid Works
INC7432363,24/03/2025 06:30,IN : RR : PH : Zscaler rollout - GlobalProtect does not seem to work correctly. ,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/03/2025 06:30,,4 - Low,VPN,24/03/2025 07:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Coaching,GILDTOFF00015
INC7432328,24/03/2025 06:21,IN : RR : PH : SAP - SAP 32-bit macros do not work,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_Intune,7,24/03/2025 06:21,,4 - Low,Basis PR1,25/03/2025 10:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Basis PR1
INC7432321,24/03/2025 06:22,DT Media Rotation trizmp-bu01: Izmir - Weekending 28-03-2025 GSL 269 ,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,0,24/03/2025 06:18,,4 - Low,Server,25/03/2025 04:07,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Tape Swap,TRIZM-AP06
INC7432242,24/03/2025 05:40,IN: RK: PH: Network: Network access problem,00202 - Blois - France,Global Network Services,4,24/03/2025 05:40,,4 - Low,LAN,26/03/2025 10:44,Workaround Provided – Unconfirmed,,,Awaiting Resolver Response,Autoclosed,,FALSE,PHINfo,,Error Message,BLSLTOFF00141
INC7432231,24/03/2025 05:34,IN:PAK:PH: Bit locker issue - Recovery key prompted upon reboot,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/03/2025 05:34,,4 - Low,BitLocker Hard Disk Encryption,24/03/2025 06:36,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Recovery key prompted upon reboot,Bitlocker
INC7432199,24/03/2025 05:26,IN: RK: PH: VPN: GlobalProtect access issue - Zscaler Rollout,20034 - Belval - Luxembourg,SERVICEDESK_INDIA,0,24/03/2025 05:26,,4 - Low,VPN,24/03/2025 07:10,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Coaching,BASLTOFF0148
INC7432178,24/03/2025 05:09,IN : RR : PH : AD - Account Password Reset,00202 - Blois - France,SERVICEDESK_INDIA,0,24/03/2025 05:09,,4 - Low,Active Directory,24/03/2025 07:06,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF0271
INC7432155,24/03/2025 05:41,IN : RR : PH : AD - Frequent account locked,00274 - Gillingham - United Kingdom,NETWORK_LAN_LEVEL2,3,24/03/2025 04:59,,4 - Low,Active Directory,26/03/2025 06:38,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7432148,24/03/2025 04:54,IN:PAK:PH: Service Now- User needs to change the approver for RITM5261338,00282 - Stonehouse - United Kingdom,APP_ENT_SERVICENOW,1,24/03/2025 04:54,,4 - Low,Service Now,26/03/2025 05:29,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,PHINfo,,Service Catalog,ServiceNow_PHINIA
INC7432147,24/03/2025 04:54,IN : RR : PH : Teamcenter - License problem with NX12,10304 - Iasi - Romania,APP_ENG_PDM_PLM_FULL,1,24/03/2025 04:54,,4 - Low,Teamcenter Unified,25/03/2025 06:29,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Error Message,Teamcenter Unified
INC7432146,24/03/2025 05:08,IN : RR : PH : Server - Access to server ,00274 - Gillingham - United Kingdom,Security_UAA,1,24/03/2025 04:52,,4 - Low,Server,27/03/2025 19:00,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,GILLTOFF00212
INC7432139,24/03/2025 04:51,P2-INC7432139-EMEA-Fuel Injection Systems-Network slowness issue at 00202 - Blois - France on 24th Mar'25,00202 - Blois - France,Global Network Services,3,24/03/2025 04:51,PRB0050872,2 - High,LAN,26/03/2025 10:43,Workaround Provided – Unconfirmed,,,Awaiting Resolver Response,Autoclosed,,FALSE,PHINfo,,Error Message,BLSLTOFF00136
INC7432138,24/03/2025 04:49,IN: RK: PH: Clearcase: Clearcase is very slow due to network issue.,00202 - Blois - France,Global Network Services,5,24/03/2025 04:49,,4 - Low,ClearCase,26/03/2025 10:43,Workaround Provided – Unconfirmed,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Clearcase
INC7432137,24/03/2025 04:46,IN: MKR: PH: TPM - Issue with TPM not detected on boot,10304 - Iasi - Romania,EUS_RO_10304,1,24/03/2025 04:46,,4 - Low,Laptop,24/03/2025 08:32,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DLFZ8M8S2
INC7432135,24/03/2025 04:42,IN:PAK:PH: AD account locked - Successful,10590 - Cergy - France,SERVICEDESK_INDIA,0,24/03/2025 04:42,,4 - Low,Active Directory,24/03/2025 04:51,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7432128,24/03/2025 04:35,IN:PAK:PH: Network Services - User is facing issue with the network,00202 - Blois - France,SERVICEDESK_INDIA,0,24/03/2025 04:35,,4 - Low,LAN,24/03/2025 06:12,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,BLSLTOFF00024
INC7432108,24/03/2025 04:24,IN : RR : PH : Switch - Need to find connected devices to switch ports,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_SCCM,1,24/03/2025 04:24,,4 - Low,LAN,24/03/2025 08:44,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IZMDTOFF0001
INC7432049,24/03/2025 04:02,IN:HMV:PH: SAP - PN1  problem about a Purchase Order,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_PURCHASE_TO_PAY,1,24/03/2025 04:02,,4 - Low,Material Management PN1,25/03/2025 10:22,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,Material Management PN1
INC7432036,24/03/2025 03:56,IN:HP:PH Shared drive : Drive not working,00274 - Gillingham - United Kingdom,EUS_GB_00274,3,24/03/2025 03:56,,4 - Low,Drive Mapping,24/03/2025 11:15,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Error Message,GILLTOFF0242
INC7432018,24/03/2025 03:48,IN:HMV: BW: ShareDrive - Shared network unresponsive,00274 - Gillingham - United Kingdom,Security_UAA,1,24/03/2025 03:48,,4 - Low,Drive Mapping,24/03/2025 04:36,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILLTOFF00077
INC7432017,24/03/2025 03:45,IN : AK : PH- Share drive - Unable to access to directories of Blois U main directory like before,00202 - Blois - France,Security_UAA,1,24/03/2025 03:45,,4 - Low,Drive Mapping,25/03/2025 05:20,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,BLSLTOFF0411
INC7431862,24/03/2025 02:14,IN:RS:PH:Zscaler Remote Connection problem,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,24/03/2025 02:14,,4 - Low,VPN,24/03/2025 02:42,Client Resolved,,,,Autoclosed,,FALSE,Web Request,,Coaching,DL7CFQ8H2
INC7431507,23/03/2025 18:32,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,23/03/2025 18:32,,4 - Low,Sales & Distribution PN1,24/03/2025 02:30,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7430158,22/03/2025 18:34,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,22/03/2025 18:34,,4 - Low,Sales & Distribution PN1,24/03/2025 02:28,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7428963,21/03/2025 18:32,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,21/03/2025 18:32,,4 - Low,Sales & Distribution PN1,24/03/2025 02:26,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7428618,21/03/2025 12:29,IN:BS:PH- AS400- AS400 / Service Technical access,00202 - Blois - France,SERVICEDESK_INDIA,0,21/03/2025 12:29,,4 - Low,AS400,25/03/2025 06:11,Referred to Service Request,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Coaching,BLSLTOFF0267
INC7428327,21/03/2025 09:22,IN: VB: PH: SAP - Need to deactivate user- PJULIUS in PS2.,10657 - Bucharest - Romania,SAP_SECURITY,1,21/03/2025 09:22,,4 - Low,Security PN1,24/03/2025 10:07,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Security PN1
INC7428311,21/03/2025 09:21,IN:PAK:PH: Desktop Services - Data folder (stored locally) missing from the PC (ID:M22300723),00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,21/03/2025 09:21,,4 - Low,Backup or Restore,21/03/2025 11:21,Referred to Service Request,,,,Autoclosed,,FALSE,Web Request,,Coaching,GILLTOFF0054
INC7428276,21/03/2025 09:12,202-FR-SWA078-T06-L2.phinia.local This Device is down,00202 - Blois - France,NETWORK_LAN_LEVEL2,0,21/03/2025 09:10,,4 - Low,Switch,21/03/2025 09:51,Health Check,,,,Autoclosed,,FALSE,Event,,Functionality Error,202-FR-SWA078-T06-L2
INC7428204,21/03/2025 08:37,IN:HP:PH Shared drive : RITM for folder access are not functional,10590 - Cergy - France,Security_UAA,1,21/03/2025 08:37,,4 - Low,Drive Mapping,21/03/2025 12:12,Client Resolved,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,GILLTOFF0070
INC7428164,21/03/2025 08:09,IN : RR : PH : AD - Active Directory Password Reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,21/03/2025 08:01,,4 - Low,Active Directory,21/03/2025 08:14,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7428149,21/03/2025 07:57,IN:PAK:PH: Power Automate - User needs Power Automate Premium licence,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,21/03/2025 07:57,,4 - Low,Microsoft Outlook,21/03/2025 08:10,Referred to Service Request,,,,Closed,,FALSE,PHINfo,,Error Message,GILLTOFF0035
INC7428129,21/03/2025 07:36,IN:PAK:PH: OneDrive - User needs to transfer files in hard drive from Old Laptop to New Laptop,00195 - Madrid - Spain,SERVICEDESK_INDIA,0,21/03/2025 07:36,,4 - Low,Microsoft Exchange - BW e-mail Migration,21/03/2025 08:02,Advice Given,,,,Closed,,FALSE,PHINfo,,MS OneDrive synchronization,DL6PZCHM2
INC7428079,21/03/2025 06:56,IN: AL: PH - AD: AD account locked,10590 - Cergy - France,EUS_Global_Remote_Support,3,21/03/2025 06:54,,4 - Low,Active Directory,26/03/2025 07:35,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7428078,21/03/2025 06:53,IN: MKR: PH: SAP - Issue with SDPACK and goods does not arrive in SAP PN1 TR52 plant from 3PL - TUR3PL,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_ORDER_FULFILLMENT,1,21/03/2025 06:53,,4 - Low,Sales & Distribution PN1,24/03/2025 06:07,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Sales & Distribution PN1
